step,system_total_stopped,system_total_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
630.0,16,1369.0,0.8971766732373937,1,62.0,0.0,1,36.0,0.20490388468636425,12,1339.0,0.00037645758968633526,2,109.0,0.0,16,1546.0
635.0,16,1449.0,1.3682661308971793,1,67.0,0.0,1,41.0,0.3225756357607395,12,1399.0,0.008850032030476497,2,119.0,0.0,16,1626.0
640.0,16,1529.0,0.7747493095039385,1,72.0,0.0,1,46.0,0.005586639921064389,12,1459.0,0.02214136894820338,2,129.0,0.0,16,1706.0
645.0,17,1613.0,0.992292007964642,1,77.0,0.0,2,55.0,1.997361030877873e-05,12,1519.0,0.036110791609271345,2,139.0,0.0,17,1790.0
650.0,15,1289.0,0.24303360933120868,1,82.0,0.0,2,65.0,0.036154740756883,10,1275.0,0.002791511395246537,2,149.0,0.0,15,1571.0
655.0,12,1118.0,1.1477989576808354,1,87.0,0.0,2,75.0,0.09804419744240223,7,1150.0,0.03271189437511549,2,159.0,0.0,12,1471.0
660.0,13,1162.0,1.9031549829465528,1,92.0,0.0,1,69.0,0.2833888325440777,9,1188.0,0.023330244137406093,2,169.0,0.1308045521021577,13,1518.0
665.0,15,1232.0,2.0526381582136377,1,97.0,0.0,2,75.0,0.2568912773259134,10,1237.0,6.741921118339305e-07,2,179.0,0.19219010684655066,15,1588.0
670.0,16,1308.0,0.9443476047496269,1,105.0,0.21737719255811844,3,86.0,0.002829007259377508,10,1287.0,0.0,2,189.0,0.0,16,1667.0
675.0,17,1392.0,1.0983095853287477,1,110.0,0.27817844714829254,4,105.0,9.986805154389365e-06,10,1337.0,0.0,2,199.0,0.0,17,1751.0
680.0,18,1480.0,0.00038369366593303994,2,118.0,0.00020715314897404674,4,125.0,0.0,10,1387.0,0.0,2,209.0,0.0,18,1839.0
685.0,14,778.0,0.3128456848856156,2,128.0,0.04419503923653781,4,145.0,0.0,6,976.0,0.007606956604917001,2,219.0,0.0,14,1468.0
690.0,6,361.0,1.7833789331512788,2,138.0,0.10046769097042163,0,23.0,0.031010539691618808,3,560.0,0.07423260332928105,1,134.0,0.0,6,855.0
695.0,8,394.0,3.130616145694927,2,148.0,0.16522890753139732,0,0.0,1.0,5,476.0,0.011911093362531528,1,142.0,0.27366490180031555,8,766.0
700.0,8,291.0,4.352352140173504,3,159.0,0.0007647820157482898,0,0.0,0.13123050084573354,5,510.0,0.1744160766794702,0,3.0,0.591802610468252,8,672.0
705.0,7,298.0,4.236874227246916,1,137.0,0.2677293457149745,0,0.0,0.28254572213272633,6,536.0,0.17397157606358105,0,0.0,1.0,7,673.0
710.0,8,336.0,3.185281752797164,1,142.0,0.38858763920834577,0,0.0,0.4319418477253171,7,566.0,0.014437069932198577,0,0.0,1.0,8,708.0
715.0,11,383.0,2.4743806781973094,2,148.0,0.00258955791633132,1,4.0,0.20395960212944345,8,606.0,0.03178314929554176,0,0.0,1.0,11,758.0
720.0,11,438.0,2.1687696969115966,2,158.0,0.0,1,9.0,0.29556748100062785,8,646.0,0.05102766293593924,0,0.0,1.0,11,813.0
725.0,12,495.0,1.2245462048907367,2,168.0,0.0,2,16.0,0.1674136209917729,8,686.0,0.0,0,0.0,1.0,12,870.0
730.0,11,548.0,1.0278804718612469,2,178.0,0.0,1,16.0,0.013609203820785051,8,726.0,0.0,0,0.0,0.4175856911663879,11,920.0
735.0,11,603.0,1.2201101098520732,2,188.0,0.1314226677586736,1,21.0,0.0,8,769.0,0.024148986890186016,0,0.0,0.302484762124677,11,978.0
740.0,11,658.0,1.9195758933489357,2,198.0,0.1867002272593149,1,26.0,0.0,8,809.0,0.07125679817826983,0,0.0,0.2848778545898935,11,1033.0
745.0,13,715.0,0.2799261114810009,2,208.0,0.0027519498280642054,1,31.0,0.0,9,850.0,0.0030840465476463528,1,1.0,0.11478950849735678,13,1090.0
750.0,15,790.0,0.4314260755807949,3,223.0,3.410534104066744e-05,1,36.0,0.0,10,900.0,2.605868980481191e-06,1,6.0,0.20697892030078666,15,1165.0
755.0,14,855.0,0.6624094419763424,2,228.0,0.0,1,41.0,0.0,10,950.0,0.0,1,11.0,0.0,14,1230.0
760.0,14,925.0,1.041003424517112,2,238.0,0.24402869708494915,1,49.0,0.1335386817953055,10,1000.0,0.0,1,16.0,0.0,14,1303.0
765.0,14,995.0,0.5368026009232265,2,248.0,0.028575246613803992,1,54.0,0.21475085577730313,10,1050.0,0.0,1,21.0,0.0,14,1373.0
